#Name_of_the_paper	Z_up	Z_down	SFRD
Khusanova_et_al._2020	5.6	5.6	0.020202216123047075	0.005334962130148723
Ono_et_al._2017	4.0	4.0	0.042070795340193	0.0017951075942265987
Ono_et_al._2017	5.0	5.0	0.020686268344501615	0.000693859950793967
Ono_et_al._2017	6.0	6.0	0.014834764312811607	0.00041664429254337416
Ono_et_al._2017	7.0	7.0	0.012557257387259782	0.0007044468872983266
Viironen_et_al._2018	2.5	3.5	0.01728850458211661	0.002993269359228222
Viironen_et_al._2018	3.5	4.5	0.022831681899716544	0.006236929928421258
Finkelstein_et_al._2015	4.0	4.0	0.021296687528924035	0.002296251403797336
Bouwens_et_al._2021	2.1	2.1	0.03797750645346076	0.0035569603630201344
Bouwens_et_al._2021	2.9	2.9	0.03811877227102349	0.0023013397482202986
Bouwens_et_al._2021	3.8	3.8	0.03612475257656109	0.0028899827009828244
Bouwens_et_al._2021	4.9	4.9	0.02120374115855063	0.00109742247698345
Bouwens_et_al._2021	5.9	5.9	0.01581649180095933	0.0006370288842621471
Bouwens_et_al._2021	6.8	6.8	0.009164980884158201	0.0005427788026654509
Bouwens_et_al._2021	7.9	7.9	0.005174066253014659	0.0007479064735949542
Alavi_et_al._2016	1.0	1.6	0.014492647852902172	0.004213740265857687
Alavi_et_al._2016	1.6	2.2	0.021015663421353838	0.004355326962359674
Alavi_et_al._2016	2.2	3.0	0.014186109721955855	0.0016063439494881915
Livermore_et_al._2017	6.0	6.0	0.008607926486425003	0.0002881018253959944
Livermore_et_al._2017	7.0	7.0	0.00738546323457161	0.0003024878377607205
Livermore_et_al._2017	8.0	8.0	0.005280777391682429	0.0003777444965065224
Atek_et_al._2015	7.0	7.0	0.011582862796023042	0.005486767539709338
Parsa_et_al._2016	1.7	1.7	0.028818308728779874	0.00249718808043884
Parsa_et_al._2016	1.9	1.9	0.03128815495043867	0.0021130566247093536
Parsa_et_al._2016	2.25	2.25	0.03321491698019577	0.0028052291112233576
Parsa_et_al._2016	2.8	2.8	0.03796477837000803	0.0018395233379707816
Parsa_et_al._2016	3.8	3.8	0.02640337851209237	0.002514807494160972
Hagen_et_al._2015	0.2	0.4	0.013281370306119328	0.006175961898531233
Hagen_et_al._2015	0.4	0.6	0.015598793907217851	0.01768984693354182
Hagen_et_al._2015	0.6	0.8	0.04370118784253202	0.034381979350196906
Hagen_et_al._2015	0.8	1.2	0.04960978563029469	0.09020171784120262
Moutard_et_al._2019	0.05	0.3	0.006392375504028358	0.0005996353576118416
Moutard_et_al._2019	0.3	0.45	0.008764533897422823	0.0005640596206712996
Moutard_et_al._2019	0.45	0.6	0.008953818171602547	0.001352302056170915
Moutard_et_al._2019	0.6	0.9	0.012588715541241614	0.001118669964363281
Moutard_et_al._2019	0.9	1.3	0.02224366157634783	0.003384527253903183
Moutard_et_al._2019	1.3	1.8	0.02207187363900031	0.002451743064513587
Moutard_et_al._2019	1.8	2.5	0.05511280484667141	0.0016700477901829783
Moutard_et_al._2019	2.5	3.5	0.024294039481710286	0.0006627240817526368
Pello_et_al._2018	5.0	5.0	0.019610595925969188	0.00034346161335419495
Pello_et_al._2018	6.0	6.0	0.01522050015822076	0.0018337449526125479
Bhatawdekar_et_al._2018	6.0	6.0	0.0077375234614004895	0.001579898740102473
Bhatawdekar_et_al._2018	7.0	7.0	0.006593589370613413	0.001958054333221762
#Bhatawdekar_et_al._2018	8.0	8.0	0.005847412688098375	0.006308950739387316
