#Name_of_the_paper	Z_up	Z_down	SFRD
Hagen_et_al._2015	0.2	0.4	0.014123465446278695	0.006718858313108214
Hagen_et_al._2015	0.4	0.6	0.020757907112951005	0.027618349321480478
Hagen_et_al._2015	0.6	0.8	0.06618910630126673	0.09183826683564288
Hagen_et_al._2015	0.8	1.2	0.1837317973862484	1.2470698971471492
Moutard_et_al._2019	0.05	0.3	0.0068726430680935	0.0006297249043709192
Moutard_et_al._2019	0.3	0.45	0.009455614323132654	0.0005954019026567195
Moutard_et_al._2019	0.45	0.6	0.009829056691266722	0.0015453014864151254
Moutard_et_al._2019	0.6	0.9	0.01393697848092462	0.0012935864707192934
Moutard_et_al._2019	0.9	1.3	0.02515944723173114	0.004121378591463741
Moutard_et_al._2019	1.3	1.8	0.025528636830092547	0.003412385768637992
Moutard_et_al._2019	1.8	2.5	0.055183057023167614	0.0016306496736281097
Moutard_et_al._2019	2.5	3.5	0.028008260470594463	0.0008123287603353088
Pello_et_al._2018	5.0	5.0	0.029027910012716734	0.001000650500724943
Pello_et_al._2018	6.0	6.0	0.026023553813143724	0.003681045740443492
Bhatawdekar_et_al._2018	6.0	6.0	0.019115932969331013	0.007947112276058271
Bhatawdekar_et_al._2018	7.0	7.0	0.019104809502173095	0.014149020389209807
Bhatawdekar_et_al._2018	8.0	8.0	0.40519368113168885	35.753680271290435
Khusanova_et_al._2020	5.6	5.6	0.030831230401022827	0.008572687292990017
Ono_et_al._2017	4.0	4.0	0.052620511772683766	0.002968696852626746
Ono_et_al._2017	5.0	5.0	0.02676684481998634	0.0017394172845063957
Ono_et_al._2017	6.0	6.0	0.026272277531165934	0.002889017060021804
Ono_et_al._2017	7.0	7.0	0.025732850342010078	0.002465497162510177
Viironen_et_al._2018	2.5	3.5	0.02246402826274116	0.007355612814066078
Viironen_et_al._2018	3.5	4.5	0.03499380623063866	0.020017268726320016
Finkelstein_et_al._2015	4.0	4.0	0.026646413618389066	0.003700814170860902
Bouwens_et_al._2021	2.1	2.1	0.04541953240745118	0.004466062208897482
Bouwens_et_al._2021	2.9	2.9	0.049425843850935125	0.003151698047499066
Bouwens_et_al._2021	3.8	3.8	0.05059226448720401	0.004944959254399562
Bouwens_et_al._2021	4.9	4.9	0.03178824045784447	0.0030808650088861326
Bouwens_et_al._2021	5.9	5.9	0.031152798516844722	0.00492673098253531
Bouwens_et_al._2021	6.8	6.8	0.02464205072280181	0.006286042336612957
Bouwens_et_al._2021	7.9	7.9	0.022522794110750415	0.016262251336152427
Alavi_et_al._2016	1.0	1.6	0.017553349622432636	0.005010924902670851
Alavi_et_al._2016	1.6	2.2	0.029863285831976845	0.006463652341047174
Alavi_et_al._2016	2.2	3.0	0.027515015430562114	0.004184570005625275
Livermore_et_al._2017	6.0	6.0	0.022862697645726786	0.0020399101720556755
Livermore_et_al._2017	7.0	7.0	0.0180136960058995	0.002029284842385257
Livermore_et_al._2017	8.0	8.0	0.011691397272164028	0.0019169819540175441
Atek_et_al._2015	7.0	7.0	0.03468045677704248	0.07041689930749095
Parsa_et_al._2016	1.7	1.7	0.03147653364659921	0.002673373680628487
Parsa_et_al._2016	1.9	1.9	0.03414095832488878	0.0023368636634399265
Parsa_et_al._2016	2.25	2.25	0.03560631582833255	0.003082778962585947
Parsa_et_al._2016	2.8	2.8	0.04150078175551408	0.002043593245895976
Parsa_et_al._2016	3.8	3.8	0.03044237358666348	0.003201198452765878
